OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentText,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209656.0000000000,,Manganese,Total,4500,ug/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209647.0000000000,,Chloride,Dissolved,4.1,mg/l,,I2057,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209661.0000000000,,Potassium,Total,0.8,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209654.0000000000,,Magnesium,Total,48,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209663.0000000000,,Sodium,Dissolved,4.8,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209657.0000000000,,Nickel,Dissolved,75,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209658.0000000000,,Nickel,Total,67,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209644.0000000000,,Aluminum,Total,400,ug/l,,I1054,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209641.0000000000,,Zinc,Total,81,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209640.0000000000,,Zinc,Dissolved,96,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209643.0000000000,,Aluminum,Dissolved,400,ug/l,,I1054,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209662.0000000000,,Sodium,Total,4.5,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209646.0000000000,,Calcium,Total,50,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209645.0000000000,,Calcium,Dissolved,56,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00600810-7-20060613-0,Sample,6/13/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209638.0000000000,,Sulfate as SO4,Dissolved,340,mg/l,,I2057,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212423.0000000000,,Iron,Total,13.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212428.0000000000,,Manganese,Dissolved,4.63,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212421.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212419.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212424.0000000000,,Iron,Dissolved,12.9,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212413.0000000000,,Zinc,Total,0.08,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212422.0000000000,,Fluoride,Total,0.099,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212425.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212427.0000000000,,Manganese,Total,4.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212426.0000000000,,Magnesium,Total,43.9,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212435.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212409.0000000000,,Sodium,Total,3.93,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212433.0000000000,,Aluminum,Dissolved,0.127,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212432.0000000000,,Aluminum,Total,0.248,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212420.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212411.0000000000,,Sulfate as SO4,,325,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230044-1-20060622-0,Sample,6/22/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212434.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213543.0000000000,,Iron,Total,4,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213552.0000000000,,Manganese,Dissolved,0.86,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213548.0000000000,*Non-detect,Magnesium,Total,,,,3111-B,APHA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213531.0000000000,,Zinc,Total,0.08,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213540.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213541.0000000000,*Non-detect,Copper,Dissolved,,,,200.8(W),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213545.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,2,ug/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213557.0000000000,*Non-detect,Potassium,,,,,3111-B,APHA,,,,,,2.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213544.0000000000,,Iron,Dissolved,2.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213549.0000000000,,Manganese,Total,1.1,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213538.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213546.0000000000,*Non-detect,Lead,Dissolved,,,,200.8(W),USEPA,,,,,,2,ug/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213536.0000000000,,Aluminum,Dissolved,0.76,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213532.0000000000,,Zinc,Dissolved,0.11,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213550.0000000000,,Aluminum,Total,1.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213558.0000000000,*Non-detect,Sodium,Total,,,,3111-B,APHA,,,,,,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213542.0000000000,*Non-detect,Fluoride,Total,,,,300(A),USEPA,,,,,,0.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213537.0000000000,*Non-detect,Calcium,,,,,3500-CA(D),APHA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213559.0000000000,,Sulfate as SO4,,59,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA93778-2-20060622-0,Sample,6/22/2006,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213547.0000000000,*Non-detect,Lithium,Total,,,,3111-B,APHA,,,,,,0.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213208.0000000000,,Iron,Dissolved,6.51,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213212.0000000000,,Manganese,Dissolved,2.62,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213210.0000000000,,Magnesium,Total,34.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213229.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213227.0000000000,,Aluminum,Dissolved,0.019,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213205.0000000000,,Copper,Total,0.003,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213230.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213207.0000000000,,Iron,Total,7.13,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213211.0000000000,,Manganese,Total,2.54,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213209.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213226.0000000000,,Aluminum,Total,0.387,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213218.0000000000,,Zinc,Total,0.096,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213231.0000000000,,Chloride,Total,13.9,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213214.0000000000,,Sodium,Total,6.82,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213206.0000000000,,Fluoride,Total,0.102,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213216.0000000000,,Sulfate as SO4,,217.5,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0606230043-1-20060622-0,Sample,6/22/2006,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065213228.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209295.0000000000,,Iron,Total,14000,ug/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209304.0000000000,,Potassium,Total,1.7,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209303.0000000000,,Potassium,Dissolved,1.7,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209296.0000000000,,Magnesium,Dissolved,53,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209310.0000000000,,Zinc,Total,100,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209294.0000000000,,Iron,Dissolved,14000,ug/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209299.0000000000,,Manganese,Total,4300,ug/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209298.0000000000,,Manganese,Dissolved,4400,ug/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209297.0000000000,,Magnesium,Total,53,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209300.0000000000,,Nickel,Dissolved,80,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209301.0000000000,,Nickel,Total,81,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209309.0000000000,,Zinc,Dissolved,100,mg/l,,,,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209319.0000000000,*Non-detect,Aluminum,Dissolved,,,,I1054,USDOI/USGS,,,,,,100,ug/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209320.0000000000,,Aluminum,Total,300,ug/l,,I1054,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209312.0000000000,,Chloride,Dissolved,6.3,mg/l,,I2057,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209305.0000000000,,Sodium,Dissolved,4.2,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209306.0000000000,,Sodium,Total,4.1,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209321.0000000000,,Calcium,Dissolved,55,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209311.0000000000,,Calcium,Total,54,mg/l,,I1472,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-US00601787-7-20060911-0,Sample,9/11/2006,PINFOR,,SAN-PINFIN,,,,USGS,USGS,USGS,,Unknown,STORET-100065209307.0000000000,,Sulfate as SO4,Dissolved,380,mg/l,,I2057,USDOI/USGS,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0609280061-1-20060928-0,Sample,9/28/2006,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212466.0000000000,,Manganese,Dissolved,3.91,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
